qlab_cue_number,projector,clip_part,clip_id,source,osc_file,osc_list_name,pixera_catalog_name,alias_note,suggested_filename
KI_RZ21.Bitcoinfahrt,rz21,Bitcoinfahrt,bitcoinfahrt,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.Bitcoinfahrt,Bitcoinfahrt,,Bitcoinfahrt.mp4
KI_RZ21.Black,rz21,Black,black,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Black,Black,,Black.mp4
KI_RZ21.Bonnie,rz21,Bonnie,bonnie,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Bonnie,Bonnie,,Bonnie.mp4
KI_RZ21.Branko,rz21,Branko,branko,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Branko,Branko,,Branko.mp4
KI_RZ21.Clyde,rz21,Clyde,clyde,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Clyde,Clyde,,Clyde.mp4
KI_RZ21.DEL1_Nicolas,rz21,DEL1_Nicolas,del1_nicolas,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.DEL1_Nicolas,DEL1_Nicolas,,DEL1_Nicolas.mp4
KI_RZ21.DEL2,rz21,DEL2,del2,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.DEL2,DEL2,,DEL2.mp4
KI_RZ21.DEL3,rz21,DEL3,del3,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.DEL3,DEL3,,DEL3.mp4
KI_RZ21.DEL4,rz21,DEL4,del4,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.DEL4,DEL4,,DEL4.mp4
KI_RZ21.DasLammGottes,rz21,DasLammGottes,daslammgottes,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.DasLammGottes,DasLammGottes,,DasLammGottes.mp4
KI_RZ21.DerHaseVerlaesstDieBuehne,rz21,DerHaseVerlaesstDieBuehne,derhaseverlaesstdiebuehne,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.DerHaseVerlaesstDieBuehne,DerHaseVerlaesstDieBuehne,,DerHaseVerlaesstDieBuehne.mp4
KI_RZ21.Esel,rz21,Esel,esel,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Esel,Esel,,Esel.mp4
KI_RZ21.EselLaeuft,rz21,EselLaeuft,esellaeuft,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.EselLaeuft,EselLaeuft,,EselLaeuft.mp4
KI_RZ21.FischUndWassergewäsch,rz21,FischUndWassergewäsch,fischundwassergewasch,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.FischUndWassergewäsch,FischUndWassergewäsch,,FischUndWassergewäsch.mp4
KI_RZ21.Gehirn,rz21,Gehirn,gehirn,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Gehirn,Gehirn,,Gehirn.mp4
KI_RZ21.GehirnTest,rz21,GehirnTest,gehirntest,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.GehirnTest,GehirnTest,,GehirnTest.mp4
KI_RZ21.HierUnterDerErde,rz21,HierUnterDerErde,hierunterdererde,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.HierUnterDerErde,HierUnterDerErde,,HierUnterDerErde.mp4
KI_RZ21.HundeThiel,rz21,HundeThiel,hundethiel,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.HundeThiel,HundeThiel,,HundeThiel.mp4
KI_RZ21.HundeThielAlsPipita,rz21,HundeThielAlsPipita,hundethielalspipita,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.HundeThielAlsPipita,HundeThielAlsPipita,,HundeThielAlsPipita.mp4
KI_RZ21.IPad,rz21,IPad,ipad,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.IPad,Ipad,,IPad.mp4
KI_RZ21.Inge,rz21,Inge,inge,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Inge,Inge,,Inge.mp4
KI_RZ21.Kaefer,rz21,Kaefer,kaefer,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Kaefer,Kaefer,,Kaefer.mp4
KI_RZ21.KaeferImMuseum,rz21,KaeferImMuseum,kaeferimmuseum,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.KaeferImMuseum,KaeferImMuseum,,KaeferImMuseum.mp4
KI_RZ21.KonzeptionUnterTieren,rz21,KonzeptionUnterTieren,konzeptionuntertieren,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.KonzeptionUnterTieren,KonzeptionUnterTieren,,KonzeptionUnterTieren.mp4
KI_RZ21.KuscheltierSchlachtung,rz21,KuscheltierSchlachtung,kuscheltierschlachtung,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.KuscheltierSchlachtung,KuscheltierSchlachtung,,KuscheltierSchlachtung.mp4
KI_RZ21.LG2_Inge,rz21,LG2_Inge,lg2_inge,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.LG2_Inge,LG2_Inge,,LG2_Inge.mp4
KI_RZ21.LG3_Seb,rz21,LG3_Seb,lg3_seb,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.LG3_Seb,LG3_Seb,,LG3_Seb.mp4
KI_RZ21.LG4_Azaria,rz21,LG4_Azaria,lg4_azaria,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.LG4_Azaria,LG4_Azaria,,LG4_Azaria.mp4
KI_RZ21.LG5_Henrike,rz21,LG5_Henrike,lg5_henrike,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.LG5_Henrike,LG5_Henrike,,LG5_Henrike.mp4
KI_RZ21.LG6_Hai,rz21,LG6_Hai,lg6_hai,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.LG6_Hai,LG6_Hai,,LG6_Hai.mp4
KI_RZ21.MO1_SebMusik,rz21,MO1_SebMusik,mo1_sebmusik,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.MO1_SebMusik,MO1_SebMusik,,MO1_SebMusik.mp4
KI_RZ21.MO2_Branko,rz21,MO2_Branko,mo2_branko,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.MO2_Branko,MO2_Branko,,MO2_Branko.mp4
KI_RZ21.MO3_Caro,rz21,MO3_Caro,mo3_caro,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.MO3_Caro,MO3_Caro,,MO3_Caro.mp4
KI_RZ21.MO3_Dachs,rz21,MO3_Dachs,mo3_dachs,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.MO3_Dachs,MO3_Dachs,,MO3_Dachs.mp4
KI_RZ21.Macbook,rz21,Macbook,macbook,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Macbook,Macbook,,Macbook.mp4
KI_RZ21.MehlwuermerLangsam,rz21,MehlwuermerLangsam,mehlwuermerlangsam,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.MehlwuermerLangsam,MehlwuermerLangsam,,MehlwuermerLangsam.mp4
KI_RZ21.Mehlwurm,rz21,Mehlwurm,mehlwurm,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Mehlwurm,Mehlwurm,,Mehlwurm.mp4
KI_RZ21.Musiker,rz21,Musiker,musiker,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Musiker,Musiker,,Musiker.mp4
KI_RZ21.Nicolas,rz21,Nicolas,nicolas,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Nicolas,Nicolas,,Nicolas.mp4
KI_RZ21.Odyssee,rz21,Odyssee,odyssee,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Odyssee,Odyssee,,Odyssee.mp4
KI_RZ21.PET0_Baer_Thomas,rz21,PET0_Baer_Thomas,pet0_baer_thomas,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.PET0_Baer_Thomas,PET0_Baer_Thomas,,PET0_Baer_Thomas.mp4
KI_RZ21.PET1_Azaria,rz21,PET1_Azaria,pet1_azaria,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.PET1_Azaria,PET1_Azaria,,PET1_Azaria.mp4
KI_RZ21.PET1_Thomas,rz21,PET1_Thomas,pet1_thomas,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.PET1_Thomas,PET1_Thomas,,PET1_Thomas.mp4
KI_RZ21.PET2_Inge,rz21,PET2_Inge,pet2_inge,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.PET2_Inge,PET2_Inge,,PET2_Inge.mp4
KI_RZ21.PET3_Caroline,rz21,PET3_Caroline,pet3_caroline,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.PET3_Caroline,PET3_Caroline,,PET3_Caroline.mp4
KI_RZ21.PET3_Koala,rz21,PET3_Koala,pet3_koala,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.PET3_Koala,PET3_Koala,,PET3_Koala.mp4
KI_RZ21.PET4_Sebastian,rz21,PET4_Sebastian,pet4_sebastian,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.PET4_Sebastian,PET4_Sebastian,,PET4_Sebastian.mp4
KI_RZ21.PET5_Azaria,rz21,PET5_Azaria,pet5_azaria,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.PET5_Azaria,PET5_Azaria,,PET5_Azaria.mp4
KI_RZ21.Random,rz21,Random,random,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Random,Random,,Random.mp4
KI_RZ21.SCH1_Sebastian,rz21,SCH1_Sebastian,sch1_sebastian,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.SCH1_Sebastian,SCH1_Sebastian,,SCH1_Sebastian.mp4
KI_RZ21.SCH2_Azaria,rz21,SCH2_Azaria,sch2_azaria,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.SCH2_Azaria,SCH2_Azaria,,SCH2_Azaria.mp4
KI_RZ21.SCH2_Azaria_als_Schaf,rz21,SCH2_Azaria_als_Schaf,sch2_azaria_als_schaf,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.SCH2_Azaria_als_Schaf,SCH2_Azaria_als_Schaf,,SCH2_Azaria_als_Schaf.mp4
KI_RZ21.SCH2_AzariawirdSchaf,rz21,SCH2_AzariawirdSchaf,sch2_azariawirdschaf,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.SCH2_AzariawirdSchaf,SCH2_AzariawirdSchaf,,SCH2_AzariawirdSchaf.mp4
KI_RZ21.SCH3_IngewirdSchaf,rz21,SCH3_IngewirdSchaf,sch3_ingewirdschaf,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.SCH3_IngewirdSchaf,SCH3_IngewirdSchaf,,SCH3_IngewirdSchaf.mp4
KI_RZ21.SCH4_Thomas,rz21,SCH4_Thomas,sch4_thomas,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.SCH4_Thomas,SCH4_Thomas,,SCH4_Thomas.mp4
KI_RZ21.SCH5_SchafSolo_Mavie,rz21,SCH5_SchafSolo_Mavie,sch5_schafsolo_mavie,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.SCH5_SchafSolo_Mavie,SCH5_SchafSolo_Mavie,,SCH5_SchafSolo_Mavie.mp4
KI_RZ21.SCH6_Schafherde,rz21,SCH6_Schafherde,sch6_schafherde,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.SCH6_Schafherde,SCH6_Schafherde,,SCH6_Schafherde.mp4
KI_RZ21.SCH7_Schaf_Single_Sebastian,rz21,SCH7_Schaf_Single_Sebastian,sch7_schaf_single_sebastian,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.SCH7_Schaf_Single_Sebastian,SCH7_Schaf_Single_Sebastian,,SCH7_Schaf_Single_Sebastian.mp4
KI_RZ21.SCH8_Viele_Schafe_Caro,rz21,SCH8_Viele_Schafe_Caro,sch8_viele_schafe_caro,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.SCH8_Viele_Schafe_Caro,SCH8_Viele_Schafe_Caro,,SCH8_Viele_Schafe_Caro.mp4
KI_RZ21.Sebastian,rz21,Sebastian,sebastian,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Sebastian,Sebastian,,Sebastian.mp4
KI_RZ21.SebastianBlurry,rz21,SebastianBlurry,sebastianblurry,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.SebastianBlurry,SebastianBlurry,,SebastianBlurry.mp4
KI_RZ21.SturmFischskellet,rz21,SturmFischskellet,sturmfischskellet,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.SturmFischskellet,SturmFischskellet,,SturmFischskellet.mp4
KI_RZ21.Thiemo,rz21,Thiemo,thiemo,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Thiemo,Thiemo,,Thiemo.mp4
KI_RZ21.Thomas,rz21,Thomas,thomas,database+atmosphere,OSCBefehlliste.txt,KI_RZ21.Thomas,Thomas,,Thomas.mp4
KI_RZ21.WO1_Kaenguru,rz21,WO1_Kaenguru,wo1_kaenguru,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.WO1_Kaenguru,WO1_Kaenguru,,WO1_Kaenguru.mp4
KI_RZ21.WO2_Branko,rz21,WO2_Branko,wo2_branko,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.WO2_Branko,WO2_Branko,,WO2_Branko.mp4
KI_RZ21.WO3_Seb_Musik,rz21,WO3_Seb_Musik,wo3_seb_musik,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.WO3_Seb_Musik,WO3_Seb_Musik,,WO3_Seb_Musik.mp4
KI_RZ21.WO4_Nicolas,rz21,WO4_Nicolas,wo4_nicolas,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.WO4_Nicolas,WO4_Nicolas,,WO4_Nicolas.mp4
KI_RZ21.WO4_Schimpanse,rz21,WO4_Schimpanse,wo4_schimpanse,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.WO4_Schimpanse,WO4_Schimpanse,,WO4_Schimpanse.mp4
KI_RZ21.WO5_Thiemo,rz21,WO5_Thiemo,wo5_thiemo,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.WO5_Thiemo,WO5_Thiemo,,WO5_Thiemo.mp4
KI_RZ21.WO6_Mavie,rz21,WO6_Mavie,wo6_mavie,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.WO6_Mavie,WO6_Mavie,,WO6_Mavie.mp4
KI_RZ21.WO6_Schimpanse,rz21,WO6_Schimpanse,wo6_schimpanse,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.WO6_Schimpanse,WO6_Schimpanse,,WO6_Schimpanse.mp4
KI_RZ21.WO7_Sebastian,rz21,WO7_Sebastian,wo7_sebastian,avatar,OSCBefehllisteAvatare.txt,KI_RZ21.WO7_Sebastian,WO7_Sebastian,,WO7_Sebastian.mp4
KI_RZ21.Wasserfahrt,rz21,Wasserfahrt,wasserfahrt,atmosphere,OSCBefehllisteOhneAvatare.txt,KI_RZ21.Wasserfahrt,Wasserfahrt,,Wasserfahrt.mp4
